Date,Product,Category,Quantity,Price_per_unit,Total_value,Region,Costs
2023-03-09,Headphones,Peripherals,6,191,1146,Los Angeles,726
2023-03-09,USB drive,Equipment,4,27,108,San Diego,68
2023-03-09,Keyboard,Peripherals,8,187,1496,Philadelphia,968
2023-03-09,Headphones,Peripherals,9,256,2304,New York,1413
2023-03-09,Mouse,Peripherals,1,33,33,San Antonio,20
2023-03-10,Mouse,Peripherals,10,129,1290,Phoenix,890
2023-03-10,USB drive,Equipment,5,94,470,Philadelphia,320
2023-03-10,Hard disc,Equipment,7,210,1470,Los Angeles,931
2023-03-10,SSD,Equipment,7,391,2737,San Diego,1897
2023-03-10,Headphones,Peripherals,8,110,880,Philadelphia,560
2023-03-10,Keyboard,Peripherals,1,230,230,Los Angeles,151
2023-03-10,Mouse,Peripherals,2,87,174,Philadelphia,118
2023-03-10,Graphic Card,Components,7,805,5635,Phoenix,3843
2023-03-10,Motherboard,Components,3,398,1194,New York,765
2023-03-10,Hard disc,Equipment,7,249,1743,Phoenix,1078
2023-03-11,Web Camera,Peripherals,9,81,729,San Diego,468
2023-03-11,SSD,Equipment,9,339,3051,New York,2070
2023-03-11,Web Camera,Peripherals,6,99,594,Chicago,372
2023-03-11,Power Supply,Components,1,156,156,Phoenix,101
2023-03-12,Headphones,Peripherals,6,332,1992,Phoenix,1254
2023-03-12,Processor,Components,2,600,1200,San Diego,776
2023-03-12,Power Supply,Components,9,103,927,Houston,603
2023-03-12,Case,Components,4,77,308,San Diego,192
2023-03-12,Mouse,Peripherals,10,21,210,San Diego,120
2023-03-12,SSD,Equipment,10,84,840,Chicago,550
2023-03-12,Monitor,Components,1,481,481,New York,304
2023-03-12,SSD,Equipment,3,310,930,Phoenix,585
2023-03-12,Case,Components,8,34,272,Chicago,168
2023-03-12,Web Camera,Peripherals,6,108,648,Houston,426
2023-03-12,Web Camera,Peripherals,2,82,164,Phoenix,98
2023-03-13,Keyboard,Peripherals,1,53,53,Houston,35
2023-03-13,Keyboard,Peripherals,4,192,768,Chicago,508
2023-03-13,USB drive,Equipment,3,83,249,New York,171
2023-03-13,Headphones,Peripherals,7,224,1568,Phoenix,1085
2023-03-14,Case,Components,4,122,488,Philadelphia,312
2023-03-14,RAM memory,Components,1,108,108,New York,65
2023-03-14,SSD,Equipment,10,275,2750,Phoenix,1670
2023-03-14,SSD,Equipment,7,213,1491,Chicago,938
2023-03-15,SSD,Equipment,8,172,1376,Phoenix,848
2023-03-15,Hard disc,Equipment,8,276,2208,New York,1520
2023-03-15,Processor,Components,7,489,3423,Philadelphia,2100
2023-03-15,Web Camera,Peripherals,5,95,475,Houston,315
2023-03-15,USB drive,Equipment,7,55,385,Los Angeles,238
2023-03-15,Laptop,Computers,3,1501,4503,San Diego,2994
2023-03-15,USB drive,Equipment,9,20,180,Philadelphia,117
2023-03-15,Processor,Components,7,336,2352,Phoenix,1638
2023-03-15,RAM memory,Components,5,111,555,Phoenix,370
2023-03-15,Processor,Components,1,347,347,San Diego,233
2023-03-15,Mouse,Peripherals,3,107,321,Philadelphia,198
2023-03-16,Hard disc,Equipment,10,199,1990,Houston,1270
2023-03-16,RAM memory,Components,4,176,704,New York,436
2023-03-16,Case,Components,8,75,600,New York,400
2023-03-16,Motherboard,Components,6,369,2214,Chicago,1374
2023-03-16,Monitor,Components,10,722,7220,Houston,4480
2023-03-16,Laptop,Computers,8,519,4152,Philadelphia,2576
2023-03-16,Case,Components,4,122,488,San Antonio,312
2023-03-16,Monitor,Components,7,623,4361,Philadelphia,2905
2023-03-16,Keyboard,Peripherals,9,165,1485,San Antonio,1026
2023-03-16,Motherboard,Components,7,241,1687,Chicago,1085
2023-03-16,Monitor,Components,3,268,804,Philadelphia,546
2023-03-17,Hard disc,Equipment,2,103,206,San Antonio,136
2023-03-17,Monitor,Components,8,431,3448,San Antonio,2184
2023-03-17,RAM memory,Components,6,293,1758,San Antonio,1128
2023-03-17,Hard disc,Equipment,10,172,1720,San Antonio,1130
2023-03-17,Case,Components,2,71,142,Los Angeles,92
2023-03-17,Hard disc,Equipment,6,65,390,Los Angeles,240
2023-03-18,Headphones,Peripherals,6,363,2178,San Antonio,1476
2023-03-18,Monitor,Components,3,483,1449,San Diego,972
2023-03-18,Processor,Components,7,572,4004,Chicago,2604
2023-03-18,Hard disc,Equipment,5,136,680,San Antonio,450
2023-03-18,SSD,Equipment,6,118,708,Phoenix,456
2023-03-18,SSD,Equipment,5,213,1065,Chicago,675
2023-03-18,Monitor,Components,3,748,2244,Los Angeles,1368
2023-03-18,Graphic Card,Components,10,427,4270,Chicago,2740
2023-03-19,Processor,Components,7,707,4949,Los Angeles,3038
2023-03-19,Mouse,Peripherals,4,85,340,Houston,220
2023-03-19,Graphic Card,Components,2,1443,2886,Chicago,1956
2023-03-19,Processor,Components,4,538,2152,Los Angeles,1332
2023-03-19,Graphic Card,Components,4,508,2032,Phoenix,1360
2023-03-19,RAM memory,Components,4,71,284,Houston,196
2023-03-20,Mouse,Peripherals,10,149,1490,Philadelphia,960
2023-03-20,SSD,Equipment,5,188,940,Chicago,575
2023-03-20,Web Camera,Peripherals,5,113,565,San Diego,375
2023-03-20,Mouse,Peripherals,5,29,145,Phoenix,95
2023-03-20,Web Camera,Peripherals,6,59,354,Los Angeles,216
2023-03-20,Web Camera,Peripherals,5,180,900,Los Angeles,595
2023-03-20,Processor,Components,2,829,1658,San Antonio,1092
2023-03-20,Headphones,Peripherals,10,86,860,Phoenix,580
2023-03-21,Laptop,Computers,8,1383,11064,Los Angeles,6680
2023-03-21,Case,Components,10,44,440,Houston,260
2023-03-21,Monitor,Components,9,249,2241,Houston,1359
2023-03-21,Graphic Card,Components,2,300,600,New York,410
2023-03-21,SSD,Equipment,8,137,1096,Houston,712
2023-03-21,Graphic Card,Components,8,1072,8576,Houston,5160
2023-03-21,Graphic Card,Components,3,510,1530,Phoenix,1029
2023-03-21,Processor,Components,4,341,1364,New York,884
2023-03-22,Case,Components,2,121,242,Houston,150
2023-03-22,Monitor,Components,2,162,324,San Antonio,212
2023-03-22,USB drive,Equipment,10,46,460,Chicago,290
2023-03-22,Web Camera,Peripherals,2,136,272,Chicago,168
2023-03-22,Web Camera,Peripherals,7,167,1169,Houston,763
2023-03-22,Mouse,Peripherals,10,111,1110,San Antonio,680
2023-03-22,Web Camera,Peripherals,8,87,696,San Antonio,448
2023-03-22,Headphones,Peripherals,6,246,1476,Phoenix,912
2023-03-22,Motherboard,Components,1,494,494,San Antonio,312
2023-03-22,Hard disc,Equipment,8,255,2040,Los Angeles,1336
2023-03-22,Headphones,Peripherals,4,375,1500,Phoenix,1040
2023-03-23,Case,Components,8,68,544,Chicago,328
2023-03-23,Processor,Components,8,212,1696,Los Angeles,1176
2023-03-23,Keyboard,Peripherals,4,97,388,Houston,236
2023-03-23,Graphic Card,Components,1,1087,1087,San Antonio,753
2023-03-23,Power Supply,Components,4,75,300,San Diego,188
2023-03-23,Laptop,Computers,5,941,4705,San Antonio,3215
2023-03-24,Power Supply,Components,8,124,992,Chicago,656
2023-03-24,Mouse,Peripherals,5,28,140,Houston,95
2023-03-24,Motherboard,Components,10,300,3000,Chicago,1850
2023-03-24,Case,Components,7,74,518,Chicago,336
2023-03-25,Case,Components,4,69,276,Houston,188
2023-03-25,Monitor,Components,3,788,2364,Los Angeles,1530
2023-03-25,Graphic Card,Components,1,1348,1348,San Antonio,869
2023-03-25,Mouse,Peripherals,1,128,128,San Diego,88
2023-03-25,Graphic Card,Components,4,1306,5224,Los Angeles,3568
2023-03-25,Motherboard,Components,8,439,3512,Chicago,2320
2023-03-25,Web Camera,Peripherals,4,57,228,Los Angeles,144
2023-03-25,SSD,Equipment,8,316,2528,Phoenix,1664
2023-03-25,Hard disc,Equipment,1,287,287,Phoenix,181
2023-03-25,Monitor,Components,4,387,1548,Phoenix,968
2023-03-26,Web Camera,Peripherals,8,79,632,San Diego,400
2023-03-26,Hard disc,Equipment,1,260,260,San Antonio,166
2023-03-26,Case,Components,6,34,204,Los Angeles,132
2023-03-26,RAM memory,Components,4,173,692,Los Angeles,480
2023-03-26,Headphones,Peripherals,9,312,2808,Los Angeles,1836
2023-03-26,Headphones,Peripherals,3,244,732,Chicago,489
2023-03-26,Keyboard,Peripherals,9,49,441,Phoenix,297
2023-03-26,Keyboard,Peripherals,1,179,179,San Diego,112
2023-03-26,SSD,Equipment,8,413,3304,Philadelphia,2296
2023-03-26,RAM memory,Components,7,70,490,Chicago,315
2023-03-26,Hard disc,Equipment,10,240,2400,San Antonio,1450
2023-03-27,Motherboard,Components,5,404,2020,Chicago,1320
2023-03-27,RAM memory,Components,3,118,354,Houston,222
2023-03-27,Processor,Components,7,338,2366,Chicago,1624
2023-03-27,Monitor,Components,9,528,4752,Philadelphia,2988
2023-03-27,Hard disc,Equipment,7,186,1302,Philadelphia,798
2023-03-28,Processor,Components,7,516,3612,Phoenix,2247
2023-03-28,Web Camera,Peripherals,6,152,912,Chicago,636
2023-03-28,RAM memory,Components,1,213,213,Phoenix,137
2023-03-28,Motherboard,Components,9,410,3690,New York,2331
2023-03-29,RAM memory,Components,8,258,2064,Chicago,1248
2023-03-29,Hard disc,Equipment,6,112,672,New York,444
2023-03-29,Keyboard,Peripherals,9,92,828,San Diego,540
2023-03-29,Headphones,Peripherals,6,262,1572,Houston,996
2023-03-29,Headphones,Peripherals,10,371,3710,Chicago,2390
2023-03-29,Keyboard,Peripherals,2,131,262,Houston,176
2023-03-29,Motherboard,Components,10,251,2510,Los Angeles,1700
2023-03-29,Monitor,Components,8,771,6168,San Diego,4312
2023-03-29,Processor,Components,6,754,4524,Houston,2898
2023-03-29,Laptop,Computers,1,1272,1272,Los Angeles,803
2023-03-29,Keyboard,Peripherals,2,182,364,Los Angeles,236
2023-03-30,Headphones,Peripherals,7,58,406,New York,252
2023-03-30,Graphic Card,Components,1,497,497,Chicago,308
2023-03-30,USB drive,Equipment,9,72,648,Houston,441
2023-03-30,SSD,Equipment,8,182,1456,New York,888
2023-03-30,Headphones,Peripherals,8,125,1000,New York,640
2023-03-30,Headphones,Peripherals,8,174,1392,San Antonio,936
2023-03-30,RAM memory,Components,4,166,664,Phoenix,456
2023-03-30,RAM memory,Components,5,86,430,Houston,300
2023-03-30,Hard disc,Equipment,5,189,945,Houston,575
2023-03-30,Laptop,Computers,2,1981,3962,Chicago,2724
2023-03-31,Mouse,Peripherals,7,65,455,Los Angeles,280
2023-03-31,Processor,Components,4,534,2136,New York,1344
2023-03-31,Power Supply,Components,2,52,104,Philadelphia,68
2023-03-31,Mouse,Peripherals,1,65,65,Los Angeles,44
2023-03-31,Motherboard,Components,2,145,290,San Antonio,192
2023-04-01,USB drive,Equipment,2,41,82,San Antonio,52
2023-04-01,Laptop,Computers,7,1808,12656,San Antonio,8750
2023-04-01,SSD,Equipment,10,197,1970,Phoenix,1360
2023-04-01,Web Camera,Peripherals,9,120,1080,San Antonio,702
2023-04-01,RAM memory,Components,1,294,294,San Antonio,178
2023-04-01,Laptop,Computers,4,547,2188,Houston,1420
2023-04-02,Hard disc,Equipment,4,296,1184,Philadelphia,788
2023-04-02,Web Camera,Peripherals,3,195,585,San Antonio,357
2023-04-02,Hard disc,Equipment,4,117,468,Chicago,312
2023-04-02,RAM memory,Components,10,277,2770,San Diego,1740
2023-04-02,Case,Components,9,67,603,Philadelphia,369
2023-04-02,Web Camera,Peripherals,10,98,980,Los Angeles,660
2023-04-02,Monitor,Components,3,661,1983,Philadelphia,1206
2023-04-02,Graphic Card,Components,1,1345,1345,Chicago,861
2023-04-03,Keyboard,Peripherals,1,156,156,San Antonio,96
2023-04-03,SSD,Equipment,4,292,1168,Chicago,728
2023-04-03,RAM memory,Components,9,78,702,Chicago,432
2023-04-03,Hard disc,Equipment,10,164,1640,San Antonio,1000
2023-04-03,Mouse,Peripherals,10,136,1360,Los Angeles,880
2023-04-03,RAM memory,Components,4,89,356,Philadelphia,236
2023-04-03,Monitor,Components,3,744,2232,New York,1539
2023-04-03,Motherboard,Components,7,107,749,Los Angeles,469
2023-04-03,Case,Components,7,66,462,Houston,308
2023-04-03,Hard disc,Equipment,3,158,474,New York,306
2023-04-03,Keyboard,Peripherals,5,241,1205,New York,805
2023-04-03,Motherboard,Components,6,280,1680,Los Angeles,1134
2023-04-03,Case,Components,5,71,355,Chicago,235
2023-04-03,Processor,Components,2,278,556,Los Angeles,374
2023-04-03,SSD,Equipment,4,212,848,Phoenix,524
2023-04-03,SSD,Equipment,5,451,2255,Philadelphia,1540
2023-04-04,Hard disc,Equipment,3,259,777,San Antonio,516
2023-04-04,Power Supply,Components,10,79,790,Chicago,530
2023-04-04,Hard disc,Equipment,6,154,924,Los Angeles,582
2023-04-04,Processor,Components,4,857,3428,New York,2276
2023-04-04,Mouse,Peripherals,10,115,1150,Chicago,800
2023-04-04,Motherboard,Components,10,416,4160,Houston,2760
2023-04-04,Case,Components,10,48,480,San Diego,290
2023-04-04,Hard disc,Equipment,3,295,885,Chicago,543
2023-04-04,Processor,Components,9,596,5364,San Antonio,3312
2023-04-05,Graphic Card,Components,7,1465,10255,Los Angeles,7091
2023-04-05,Processor,Components,7,483,3381,Philadelphia,2037
2023-04-05,Motherboard,Components,6,282,1692,San Antonio,1068
2023-04-05,Mouse,Peripherals,5,78,390,San Antonio,250
2023-04-05,Web Camera,Peripherals,4,104,416,Philadelphia,276
2023-04-05,Web Camera,Peripherals,9,114,1026,San Antonio,666
2023-04-05,Case,Components,9,65,585,Houston,369
2023-04-05,Graphic Card,Components,1,1472,1472,Chicago,979
2023-04-05,Headphones,Peripherals,10,73,730,Philadelphia,430
2023-04-05,Web Camera,Peripherals,3,149,447,Phoenix,303
2023-04-05,Web Camera,Peripherals,9,125,1125,San Diego,720
2023-04-06,Graphic Card,Components,7,864,6048,New York,3864
2023-04-06,Case,Components,4,51,204,San Diego,128
2023-04-06,Keyboard,Peripherals,2,202,404,New York,264
2023-04-06,USB drive,Equipment,2,57,114,New York,76
2023-04-06,Graphic Card,Components,2,597,1194,Chicago,762
2023-04-06,Power Supply,Components,4,129,516,Houston,320
2023-04-06,Keyboard,Peripherals,9,178,1602,Los Angeles,1071
2023-04-06,USB drive,Equipment,7,58,406,New York,266
2023-04-06,Headphones,Peripherals,8,334,2672,Chicago,1784
2023-04-06,Monitor,Components,7,724,5068,Phoenix,3178
2023-04-06,Case,Components,10,149,1490,New York,920
2023-04-06,Mouse,Peripherals,4,117,468,San Diego,304
2023-04-06,Monitor,Components,2,622,1244,Chicago,864
2023-04-07,Monitor,Components,3,631,1893,San Diego,1212
2023-04-07,Headphones,Peripherals,4,283,1132,Phoenix,736
2023-04-07,Hard disc,Equipment,8,207,1656,Chicago,1000
2023-04-07,Hard disc,Equipment,2,255,510,Los Angeles,346
2023-04-07,Laptop,Computers,8,1228,9824,Phoenix,6040
2023-04-08,Mouse,Peripherals,8,33,264,San Antonio,152
2023-04-08,SSD,Equipment,4,106,424,Philadelphia,284
2023-04-08,SSD,Equipment,3,186,558,San Diego,381
2023-04-08,Monitor,Components,7,376,2632,Chicago,1638
2023-04-08,Case,Components,5,53,265,Phoenix,175
2023-04-09,SSD,Equipment,10,260,2600,New York,1770
2023-04-09,Headphones,Peripherals,3,63,189,San Diego,120
2023-04-09,Laptop,Computers,6,1793,10758,Chicago,6504
2023-04-09,Monitor,Components,9,670,6030,New York,4068
2023-04-09,Keyboard,Peripherals,2,68,136,Houston,84
2023-04-09,USB drive,Equipment,3,50,150,Chicago,99
2023-04-09,Headphones,Peripherals,6,140,840,Phoenix,558
2023-04-10,Monitor,Components,4,168,672,Houston,448
2023-04-10,Monitor,Components,4,259,1036,New York,644
2023-04-10,Laptop,Computers,6,940,5640,San Antonio,3744
2023-04-10,Monitor,Components,5,655,3275,San Antonio,2075
2023-04-10,Headphones,Peripherals,2,276,552,Los Angeles,346
2023-04-10,Keyboard,Peripherals,6,222,1332,New York,900
2023-04-10,Case,Components,9,111,999,San Antonio,630
2023-04-10,Hard disc,Equipment,5,225,1125,San Diego,745
2023-04-10,Laptop,Computers,5,1286,6430,San Antonio,4410
2023-04-11,Graphic Card,Components,5,1255,6275,Philadelphia,4280
2023-04-11,Monitor,Components,10,648,6480,Philadelphia,4500
2023-04-11,Power Supply,Components,9,83,747,New York,459
2023-04-12,Case,Components,4,147,588,San Diego,380
2023-04-12,Motherboard,Components,2,435,870,Houston,578
2023-04-12,Processor,Components,6,757,4542,Philadelphia,3132
2023-04-12,Web Camera,Peripherals,5,92,460,Phoenix,280
2023-04-12,RAM memory,Components,1,262,262,New York,158
2023-04-12,Keyboard,Peripherals,4,154,616,New York,384
2023-04-13,Graphic Card,Components,2,913,1826,New York,1138
2023-04-13,SSD,Equipment,10,213,2130,New York,1340
2023-04-13,Headphones,Peripherals,6,281,1686,Philadelphia,1092
2023-04-13,SSD,Equipment,10,190,1900,Phoenix,1250
2023-04-13,Web Camera,Peripherals,6,137,822,Philadelphia,540
2023-04-13,Power Supply,Components,8,75,600,San Diego,384
2023-04-13,Case,Components,9,70,630,New York,387
2023-04-13,Processor,Components,3,205,615,Chicago,426
2023-04-13,Motherboard,Components,8,460,3680,Chicago,2272
2023-04-13,Case,Components,7,126,882,Phoenix,609
2023-04-13,RAM memory,Components,5,255,1275,San Antonio,795
2023-04-13,Power Supply,Components,4,125,500,Chicago,308
2023-04-13,Monitor,Components,3,256,768,San Diego,534
2023-04-13,Keyboard,Peripherals,4,95,380,Philadelphia,260
2023-04-13,Hard disc,Equipment,9,290,2610,New York,1665
2023-04-14,USB drive,Equipment,2,74,148,Philadelphia,92
2023-04-14,RAM memory,Components,3,261,783,Chicago,504
2023-04-14,USB drive,Equipment,9,93,837,San Diego,513
2023-04-14,Headphones,Peripherals,3,323,969,San Diego,591
2023-04-14,Case,Components,2,111,222,San Diego,142
2023-04-14,Keyboard,Peripherals,3,63,189,New York,126
2023-04-15,Monitor,Components,9,258,2322,San Antonio,1521
2023-04-15,Processor,Components,4,467,1868,San Antonio,1216
2023-04-15,Graphic Card,Components,9,759,6831,San Antonio,4599
2023-04-15,Processor,Components,9,289,2601,New York,1710
2023-04-15,Mouse,Peripherals,6,114,684,Chicago,468
2023-04-16,USB drive,Equipment,7,14,98,New York,63
2023-04-16,Power Supply,Components,1,196,196,San Diego,123
2023-04-16,Case,Components,7,96,672,San Antonio,462
2023-04-16,Processor,Components,9,651,5859,Houston,3933
2023-04-16,Case,Components,10,116,1160,Houston,770
2023-04-16,Case,Components,1,30,30,San Antonio,20
2023-04-16,SSD,Equipment,5,91,455,Phoenix,295
2023-04-16,SSD,Equipment,5,446,2230,Los Angeles,1470
2023-04-16,Processor,Components,5,824,4120,Chicago,2555
2023-04-17,Hard disc,Equipment,10,287,2870,San Diego,1870
2023-04-17,Mouse,Peripherals,3,91,273,Los Angeles,183
2023-04-17,Keyboard,Peripherals,3,170,510,Philadelphia,324
2023-04-17,Headphones,Peripherals,8,388,3104,Phoenix,1976
2023-04-17,USB drive,Equipment,10,87,870,San Antonio,590
2023-04-17,Hard disc,Equipment,1,263,263,San Antonio,171
2023-04-17,Power Supply,Components,5,195,975,Philadelphia,675
2023-04-18,Headphones,Peripherals,8,398,3184,San Antonio,1952
2023-04-18,USB drive,Equipment,2,58,116,New York,70
2023-04-18,Graphic Card,Components,8,1427,11416,New York,7792
2023-04-18,SSD,Equipment,6,289,1734,Phoenix,1116
2023-04-18,Case,Components,3,123,369,San Antonio,252
2023-04-19,SSD,Equipment,6,442,2652,Chicago,1608
2023-04-19,Graphic Card,Components,2,885,1770,Philadelphia,1214
2023-04-19,Motherboard,Components,10,283,2830,San Antonio,1880
2023-04-19,Graphic Card,Components,10,674,6740,New York,4660
2023-04-19,Mouse,Peripherals,7,34,238,New York,161
2023-04-19,Graphic Card,Components,7,625,4375,Houston,2730
2023-04-19,Motherboard,Components,7,238,1666,New York,1127
2023-04-20,Laptop,Computers,8,1788,14304,New York,9576
2023-04-20,Processor,Components,6,698,4188,San Diego,2544
2023-04-20,USB drive,Equipment,3,17,51,Chicago,33
2023-04-20,Motherboard,Components,7,212,1484,San Diego,910
2023-04-20,Headphones,Peripherals,10,150,1500,San Antonio,920
2023-04-20,Hard disc,Equipment,4,75,300,San Antonio,180
2023-04-20,USB drive,Equipment,1,78,78,Philadelphia,53
2023-04-20,Case,Components,2,97,194,Houston,118
2023-04-20,Graphic Card,Components,2,981,1962,Philadelphia,1222
2023-04-21,Laptop,Computers,5,1829,9145,San Antonio,5840
2023-04-21,Mouse,Peripherals,1,37,37,Houston,24
2023-04-21,USB drive,Equipment,6,100,600,Philadelphia,396
2023-04-21,Web Camera,Peripherals,1,168,168,New York,102
2023-04-21,Web Camera,Peripherals,6,101,606,Chicago,366
2023-04-21,Keyboard,Peripherals,6,231,1386,New York,936
2023-04-21,Processor,Components,4,682,2728,Philadelphia,1640
2023-04-22,Keyboard,Peripherals,5,58,290,San Diego,190
2023-04-22,Motherboard,Components,9,255,2295,San Diego,1485
2023-04-22,Motherboard,Components,4,436,1744,Chicago,1160
2023-04-22,Hard disc,Equipment,9,287,2583,New York,1566
2023-04-22,Web Camera,Peripherals,10,165,1650,Phoenix,1090
2023-04-22,RAM memory,Components,10,106,1060,Houston,710
2023-04-22,SSD,Equipment,5,195,975,San Diego,605
2023-04-22,Motherboard,Components,2,302,604,Houston,412
2023-04-22,Monitor,Components,4,344,1376,Chicago,896
2023-04-23,Laptop,Computers,6,1239,7434,Chicago,5088
2023-04-23,Monitor,Components,1,621,621,New York,384
2023-04-24,Keyboard,Peripherals,9,227,2043,San Diego,1233
2023-04-24,Motherboard,Components,5,221,1105,New York,695
2023-04-24,Graphic Card,Components,5,665,3325,San Antonio,2280
